target,num_peaks,first_transit_time,mean_detrended_flux,std_detrended_flux
kplr003934907-2010174085026_llc.fits,1175,443.55185041369987,1.0000121994953575,0.00039984919907189604
kplr004818131-2010355172524_llc.fits,54,630.8696638772817,0.9999990651665516,7.917697373639166e-05
kplr007102366-2010265121752_llc.fits,1318,539.5115440824738,1.0000447062918,0.0011684779668518891
kplr004241968-2010078095331_llc.fits,1262,352.45789912270993,1.0000416897820172,0.000875292829511243
