target,first_transit_time,mean_detrended_flux,std_detrended_flux,kernel_size,prominence,data_dir,num_peaks,quality_flag,estimated_period_days,final_ranking_score,period_stability_cv,period_stability_flag,review_status,review_reason
kplr003934907-2010174085026_llc.fits,443.55185041369987,1.0000121994953575,0.00039984919907189604,101,0.0002,/Users/adarsh/Downloads,1175,medium_confidence,0.08173640909444657,52.0,0.6887588143831794,unstable,low_priority,below review threshold or weak supporting signals
